Sample_ID,Plant_Material,UV_Visible,SEM,TEM,EDAX,XRD,Particle_Size,Antifungal_Activity,Antibacterial_Activity,Antioxidant_Activity,Anti_Inflammatory_Activity
2393,Smilax Zeylanica leaves,626.94,13.33,2.09,13.9,39.03,42.43,1,0,0,0
2394,Smilax Zeylanica leaves,772.76,21.47,9.48,63.36,20.83,36.81,1,0,1,0
2395,Smilax Zeylanica leaves,644.13,61.26,4.31,27.01,33.7,7.95,1,1,0,0
2396,Smilax Zeylanica leaves,563.84,20.86,4.36,80.92,47.46,84.39,1,0,1,0
2397,Smilax Zeylanica leaves,294.63,47.93,7.76,1.89,78.38,68.47,0,0,0,1
2398,Smilax Zeylanica leaves,543.11,39.8,4.61,35.33,41.08,78.8,1,0,0,0
2399,Smilax Zeylanica leaves,200.94,22.32,2.88,3.0,76.18,7.89,0,0,0,1
2400,Smilax Zeylanica leaves,609.87,60.13,2.26,74.22,62.42,62.02,1,1,1,1
2401,Smilax Zeylanica leaves,578.3,29.36,7.86,76.88,66.01,20.45,1,0,1,1
2402,Smilax Zeylanica leaves,779.81,93.73,2.52,85.72,36.84,21.87,1,1,1,0
2403,Smilax Zeylanica leaves,645.08,64.62,5.76,19.3,37.54,78.48,1,1,0,0
2404,Smilax Zeylanica leaves,557.63,62.05,5.72,34.66,67.68,94.02,1,1,0,1
2405,Smilax Zeylanica leaves,383.61,94.76,9.51,62.89,71.42,48.29,0,1,1,1
2406,Smilax Zeylanica leaves,211.5,82.77,4.51,43.1,51.29,82.55,0,1,0,1
2407,Smilax Zeylanica leaves,589.47,97.57,1.67,55.95,75.43,84.41,1,1,1,1
2408,Smilax Zeylanica leaves,681.44,55.39,9.82,14.68,27.4,87.95,1,1,0,0
2409,Smilax Zeylanica leaves,414.69,25.94,3.42,0.75,29.95,55.41,0,0,0,0
2410,Smilax Zeylanica leaves,584.82,64.26,6.23,27.94,65.11,8.32,1,1,0,1
2411,Smilax Zeylanica leaves,575.7,64.48,4.92,11.45,51.49,73.68,1,1,0,1
2412,Smilax Zeylanica leaves,378.32,35.67,3.64,21.15,78.76,64.17,0,0,0,1
2413,Smilax Zeylanica leaves,511.22,61.18,9.86,41.07,68.47,65.31,1,1,0,1
2414,Smilax Zeylanica leaves,298.18,72.53,2.47,80.15,29.3,58.53,0,1,1,0
2415,Smilax Zeylanica leaves,405.48,14.77,9.63,47.48,21.98,60.36,0,0,0,0
2416,Smilax Zeylanica leaves,239.06,82.86,1.8,82.66,33.1,25.07,0,1,1,0
2417,Smilax Zeylanica leaves,548.63,41.09,5.41,78.8,73.6,36.81,1,0,1,1
2418,Smilax Zeylanica leaves,582.27,41.06,6.85,26.91,72.7,50.1,1,0,0,1
2419,Smilax Zeylanica leaves,725.85,37.32,3.42,85.68,73.84,92.19,1,0,1,1
2420,Smilax Zeylanica leaves,591.05,74.07,2.12,33.55,24.03,14.76,1,1,0,0
2421,Smilax Zeylanica leaves,605.18,66.28,5.22,94.93,70.7,77.78,1,1,1,1
2422,Smilax Zeylanica leaves,250.08,99.94,2.1,19.39,77.82,26.54,0,1,0,1
2423,Smilax Zeylanica leaves,782.87,68.65,9.54,21.2,67.64,10.03,1,1,0,1
2424,Smilax Zeylanica leaves,262.02,16.41,8.14,48.79,57.63,44.57,0,0,0,1
2425,Smilax Zeylanica leaves,304.49,73.24,3.77,59.23,28.57,39.43,0,1,1,0
2426,Smilax Zeylanica leaves,350.04,68.91,5.23,52.6,20.04,48.28,0,1,1,0
2427,Smilax Zeylanica leaves,308.98,18.03,4.27,98.28,61.86,77.2,0,0,1,1
2428,Smilax Zeylanica leaves,335.87,91.05,4.08,4.45,69.7,13.32,0,1,0,1
2429,Smilax Zeylanica leaves,772.78,58.71,6.96,26.96,33.32,99.32,1,1,0,0
2430,Smilax Zeylanica leaves,256.36,79.75,9.23,23.65,38.91,70.47,0,1,0,0
2431,Smilax Zeylanica leaves,702.92,91.75,4.99,21.08,36.42,52.5,1,1,0,0
2432,Smilax Zeylanica leaves,449.26,82.78,3.14,97.35,50.92,8.83,0,1,1,1
2433,Smilax Zeylanica leaves,702.17,72.94,2.54,44.76,20.24,24.11,1,1,0,0
2434,Smilax Zeylanica leaves,673.5,82.59,4.79,89.69,39.09,85.73,1,1,1,0
2435,Smilax Zeylanica leaves,347.34,44.21,5.69,44.19,33.3,28.68,0,0,0,0
2436,Smilax Zeylanica leaves,626.06,51.6,4.05,55.17,44.29,19.1,1,1,1,0
2437,Smilax Zeylanica leaves,707.12,46.64,7.23,52.03,65.32,68.31,1,0,1,1
2438,Smilax Zeylanica leaves,579.58,58.02,6.62,15.37,36.6,26.46,1,1,0,0
2439,Smilax Zeylanica leaves,366.72,65.5,7.11,54.98,28.45,36.25,0,1,1,0
2440,Smilax Zeylanica leaves,763.81,27.66,3.05,51.01,61.62,77.03,1,0,1,1
2441,Smilax Zeylanica leaves,511.49,40.2,2.92,69.31,59.54,26.53,1,0,1,1
2442,Smilax Zeylanica leaves,489.84,81.05,8.52,56.09,76.85,85.4,0,1,1,1
2443,Smilax Zeylanica leaves,573.06,28.28,3.38,8.07,23.61,13.81,1,0,0,0
2444,Smilax Zeylanica leaves,591.73,74.05,9.73,48.43,28.91,99.94,1,1,0,0
2445,Smilax Zeylanica leaves,526.19,80.48,7.88,93.58,27.81,21.91,1,1,1,0
2446,Smilax Zeylanica leaves,258.55,13.8,5.4,68.23,70.06,61.52,0,0,1,1
2447,Smilax Zeylanica leaves,521.57,34.86,9.32,14.28,65.02,22.26,1,0,0,1
2448,Smilax Zeylanica leaves,587.35,75.43,6.96,1.17,46.18,66.21,1,1,0,0
2449,Smilax Zeylanica leaves,327.82,20.41,6.76,36.47,63.27,16.42,0,0,0,1
2450,Smilax Zeylanica leaves,748.87,88.24,1.91,27.24,38.17,22.86,1,1,0,0
2451,Smilax Zeylanica leaves,300.67,13.0,4.48,59.37,74.9,42.76,0,0,1,1
2452,Smilax Zeylanica leaves,533.23,32.15,5.59,46.35,33.81,82.96,1,0,0,0
2453,Smilax Zeylanica leaves,645.21,25.67,9.33,30.7,38.08,34.33,1,0,0,0
2454,Smilax Zeylanica leaves,405.32,74.88,8.72,59.66,30.62,37.45,0,1,1,0
2455,Smilax Zeylanica leaves,439.13,85.1,8.33,54.12,41.88,73.95,0,1,1,0
2456,Smilax Zeylanica leaves,505.32,92.46,7.62,62.05,73.3,24.93,1,1,1,1
2457,Smilax Zeylanica leaves,551.34,62.96,2.46,30.34,43.05,35.42,1,1,0,0
2458,Smilax Zeylanica leaves,550.46,28.3,3.85,98.78,34.86,13.29,1,0,1,0
2459,Smilax Zeylanica leaves,246.59,68.06,4.99,25.09,71.23,17.53,0,1,0,1
2460,Smilax Zeylanica leaves,786.76,79.24,6.63,20.77,68.43,62.87,1,1,0,1
2461,Smilax Zeylanica leaves,265.87,29.16,1.64,37.73,21.21,62.91,0,0,0,0
2462,Smilax Zeylanica leaves,693.81,13.96,7.0,23.23,23.5,60.34,1,0,0,0
2463,Smilax Zeylanica leaves,368.24,52.81,7.93,94.08,56.57,57.16,0,1,1,1
2464,Smilax Zeylanica leaves,489.71,53.43,7.76,62.03,22.61,84.04,0,1,1,0
2465,Smilax Zeylanica leaves,516.37,58.75,6.78,26.87,27.22,19.34,1,1,0,0
2466,Smilax Zeylanica leaves,213.18,79.24,7.33,61.16,31.96,73.84,0,1,1,0
2467,Smilax Zeylanica leaves,701.45,83.13,9.3,47.55,71.4,19.82,1,1,0,1
2468,Smilax Zeylanica leaves,289.86,52.22,7.26,35.44,60.59,40.3,0,1,0,1
2469,Smilax Zeylanica leaves,578.88,43.86,5.17,0.95,42.69,13.22,1,0,0,0
2470,Smilax Zeylanica leaves,523.4,61.49,9.77,81.5,65.56,15.41,1,1,1,1
2471,Smilax Zeylanica leaves,726.26,82.91,8.02,98.21,20.79,14.27,1,1,1,0
2472,Smilax Zeylanica leaves,534.85,53.56,2.48,13.79,73.04,34.79,1,1,0,1
2473,Smilax Zeylanica leaves,564.13,98.89,3.02,19.0,69.85,15.66,1,1,0,1
2474,Smilax Zeylanica leaves,434.26,92.36,6.3,71.17,78.91,19.42,0,1,1,1
2475,Smilax Zeylanica leaves,531.59,93.54,1.84,90.05,31.07,52.21,1,1,1,0
2476,Smilax Zeylanica leaves,499.28,55.17,4.02,49.51,25.48,28.26,0,1,0,0
2477,Smilax Zeylanica leaves,692.33,43.84,8.09,96.67,64.56,34.55,1,0,1,1
2478,Smilax Zeylanica leaves,403.71,13.9,1.6,70.23,54.78,33.97,0,0,1,1
2479,Smilax Zeylanica leaves,655.26,55.52,5.41,43.47,47.91,11.62,1,1,0,0
2480,Smilax Zeylanica leaves,389.56,81.53,5.28,55.07,48.84,79.83,0,1,1,0
2481,Smilax Zeylanica leaves,219.87,24.79,2.26,65.83,53.08,25.56,0,0,1,1
2482,Smilax Zeylanica leaves,357.0,27.65,2.25,27.88,75.24,13.88,0,0,0,1
2483,Smilax Zeylanica leaves,229.95,69.63,3.21,65.87,79.45,60.5,0,1,1,1
2484,Smilax Zeylanica leaves,742.11,20.11,8.97,15.64,77.75,26.72,1,0,0,1
2485,Smilax Zeylanica leaves,600.65,18.61,7.13,61.79,41.35,34.4,1,0,1,0
2486,Smilax Zeylanica leaves,498.61,51.87,8.06,74.65,50.77,15.82,0,1,1,1
2487,Smilax Zeylanica leaves,327.44,16.47,8.4,93.37,62.29,86.66,0,0,1,1
2488,Smilax Zeylanica leaves,368.18,45.09,4.2,93.97,62.26,36.9,0,0,1,1
2489,Smilax Zeylanica leaves,713.95,58.58,5.16,10.26,39.4,86.32,1,1,0,0
2490,Smilax Zeylanica leaves,210.8,74.44,3.5,84.06,29.63,95.13,0,1,1,0
2491,Smilax Zeylanica leaves,756.84,24.27,2.67,1.15,64.6,55.81,1,0,0,1
2492,Smilax Zeylanica leaves,280.43,33.51,7.27,8.83,30.83,13.11,0,0,0,0
2493,Smilax Zeylanica leaves,491.0,53.17,4.09,77.05,57.89,45.42,0,1,1,1
2494,Smilax Zeylanica leaves,358.69,23.44,7.78,8.8,47.56,12.51,0,0,0,0
2495,Smilax Zeylanica leaves,759.64,61.99,4.34,65.47,27.03,20.05,1,1,1,0
2496,Smilax Zeylanica leaves,716.39,14.02,1.18,24.91,75.72,89.79,1,0,0,1
2497,Smilax Zeylanica leaves,310.65,72.35,6.15,4.67,23.78,29.46,0,1,0,0
2498,Smilax Zeylanica leaves,434.08,86.05,9.68,85.73,34.73,26.32,0,1,1,0
2499,Smilax Zeylanica leaves,734.03,50.93,9.57,40.2,69.22,92.75,1,1,0,1
2500,Smilax Zeylanica leaves,637.21,41.77,8.26,14.71,42.13,66.31,1,0,0,0
2501,Smilax Zeylanica leaves,658.54,21.52,7.25,9.2,53.49,81.78,1,0,0,1
2502,Smilax Zeylanica leaves,533.37,89.75,5.49,21.65,25.98,5.18,1,1,0,0
2503,Smilax Zeylanica leaves,651.59,95.89,5.47,75.97,35.78,85.34,1,1,1,0
2504,Smilax Zeylanica leaves,596.94,19.0,3.2,50.06,54.99,39.4,1,0,1,1
2505,Smilax Zeylanica leaves,571.92,70.36,8.92,34.68,41.08,38.43,1,1,0,0
2506,Smilax Zeylanica leaves,766.76,41.92,5.24,83.07,75.78,65.31,1,0,1,1
2507,Smilax Zeylanica leaves,595.42,23.72,2.78,20.48,70.4,66.92,1,0,0,1
2508,Smilax Zeylanica leaves,205.67,23.64,7.82,57.2,36.1,3.17,0,0,1,0
2509,Smilax Zeylanica leaves,525.19,34.74,6.29,0.54,54.56,41.51,1,0,0,1
2510,Smilax Zeylanica leaves,323.73,17.08,7.19,51.62,20.64,65.23,0,0,1,0
2511,Smilax Zeylanica leaves,660.09,47.24,7.9,11.6,54.67,22.83,1,0,0,1
2512,Smilax Zeylanica leaves,767.93,46.0,8.46,58.12,59.83,53.77,1,0,1,1
2513,Smilax Zeylanica leaves,746.39,90.05,5.64,34.36,55.5,30.09,1,1,0,1
2514,Smilax Zeylanica leaves,791.14,97.31,2.3,68.39,47.39,10.07,1,1,1,0
2515,Smilax Zeylanica leaves,569.89,66.89,9.13,48.42,75.41,41.74,1,1,0,1
2516,Smilax Zeylanica leaves,659.3,76.03,9.58,25.49,55.19,51.46,1,1,0,1
2517,Smilax Zeylanica leaves,344.85,68.37,3.53,59.86,45.33,41.23,0,1,1,0
2518,Smilax Zeylanica leaves,622.12,17.1,5.05,41.22,68.35,63.09,1,0,0,1
2519,Smilax Zeylanica leaves,458.55,54.74,8.9,71.78,60.63,92.6,0,1,1,1
2520,Smilax Zeylanica leaves,708.27,25.39,8.11,18.06,33.93,38.38,1,0,0,0
2521,Smilax Zeylanica leaves,427.89,61.92,2.75,99.36,27.65,34.09,0,1,1,0
2522,Smilax Zeylanica leaves,650.55,43.21,7.07,43.64,28.69,55.27,1,0,0,0
2523,Smilax Zeylanica leaves,577.04,52.6,6.52,49.97,30.92,97.23,1,1,0,0
2524,Smilax Zeylanica leaves,424.79,99.06,6.72,49.7,53.6,26.5,0,1,0,1
2525,Smilax Zeylanica leaves,785.56,76.35,3.36,88.61,66.49,79.18,1,1,1,1
2526,Smilax Zeylanica leaves,407.33,78.65,1.27,68.44,21.65,76.67,0,1,1,0
2527,Smilax Zeylanica leaves,281.69,76.74,9.68,65.78,38.64,29.3,0,1,1,0
2528,Smilax Zeylanica leaves,662.32,61.97,3.56,35.05,67.2,6.21,1,1,0,1
2529,Smilax Zeylanica leaves,286.02,62.13,9.13,96.81,60.59,90.55,0,1,1,1
2530,Smilax Zeylanica leaves,444.42,82.72,9.56,17.54,37.88,43.09,0,1,0,0
2531,Smilax Zeylanica leaves,371.56,92.02,4.3,82.95,33.06,89.83,0,1,1,0
2532,Smilax Zeylanica leaves,713.56,76.78,4.1,38.73,23.44,20.8,1,1,0,0
2533,Smilax Zeylanica leaves,312.06,88.76,7.06,46.68,41.94,1.92,0,1,0,0
2534,Smilax Zeylanica leaves,200.1,76.76,1.77,57.45,69.07,72.1,0,1,1,1
2535,Smilax Zeylanica leaves,239.95,34.23,1.95,4.46,53.35,71.58,0,0,0,1
2536,Smilax Zeylanica leaves,511.92,83.68,6.56,46.13,77.34,81.6,1,1,0,1
2537,Smilax Zeylanica leaves,691.69,39.95,9.3,44.53,20.83,83.04,1,0,0,0
2538,Smilax Zeylanica leaves,438.21,79.63,9.18,71.15,62.36,65.77,0,1,1,1
2539,Smilax Zeylanica leaves,615.04,23.41,8.84,69.99,63.36,36.77,1,0,1,1
2540,Smilax Zeylanica leaves,399.63,98.32,4.01,54.35,68.17,56.16,0,1,1,1
2541,Smilax Zeylanica leaves,256.29,18.61,1.18,82.66,24.98,88.47,0,0,1,0
2542,Smilax Zeylanica leaves,785.44,66.16,1.51,74.44,33.02,50.19,1,1,1,0
2543,Smilax Zeylanica leaves,494.25,37.32,9.66,18.42,20.22,65.72,0,0,0,0
2544,Smilax Zeylanica leaves,663.56,25.96,9.3,54.9,46.33,13.32,1,0,1,0
2545,Smilax Zeylanica leaves,722.12,48.28,6.88,51.27,23.72,89.91,1,0,1,0
2546,Smilax Zeylanica leaves,746.48,43.44,6.82,12.07,24.64,62.38,1,0,0,0
2547,Smilax Zeylanica leaves,568.9,61.12,5.97,79.89,20.59,18.24,1,1,1,0
2548,Smilax Zeylanica leaves,542.67,49.47,2.8,96.01,44.29,56.42,1,0,1,0
2549,Smilax Zeylanica leaves,754.03,10.47,2.7,28.68,50.26,35.82,1,0,0,1
2550,Smilax Zeylanica leaves,669.26,73.83,1.02,85.52,51.34,13.19,1,1,1,1
2551,Smilax Zeylanica leaves,692.02,74.94,8.61,31.49,59.63,71.89,1,1,0,1
2552,Smilax Zeylanica leaves,296.55,46.14,9.52,31.79,44.5,23.32,0,0,0,0
2553,Smilax Zeylanica leaves,321.56,59.24,4.21,79.73,36.04,98.22,0,1,1,0
2554,Smilax Zeylanica leaves,454.21,21.89,2.61,45.88,50.84,91.46,0,0,0,1
2555,Smilax Zeylanica leaves,301.19,45.39,4.38,26.69,74.61,35.89,0,0,0,1
2556,Smilax Zeylanica leaves,511.02,80.78,9.85,90.11,68.65,74.79,1,1,1,1
2557,Smilax Zeylanica leaves,392.58,90.21,7.7,87.65,66.84,16.19,0,1,1,1
2558,Smilax Zeylanica leaves,442.54,11.48,9.59,39.7,22.76,20.28,0,0,0,0
2559,Smilax Zeylanica leaves,341.27,33.22,7.18,72.53,55.97,84.95,0,0,1,1
2560,Smilax Zeylanica leaves,221.23,42.84,7.49,41.89,77.11,6.83,0,0,0,1
2561,Smilax Zeylanica leaves,467.73,62.86,3.0,94.19,67.89,8.63,0,1,1,1
2562,Smilax Zeylanica leaves,239.34,63.69,2.5,58.47,71.52,86.52,0,1,1,1
2563,Smilax Zeylanica leaves,415.47,64.09,5.26,28.72,48.76,60.25,0,1,0,0
2564,Smilax Zeylanica leaves,364.06,41.87,7.11,16.78,63.46,81.38,0,0,0,1
2565,Smilax Zeylanica leaves,782.86,98.1,5.19,64.91,30.28,89.47,1,1,1,0
2566,Smilax Zeylanica leaves,297.84,88.91,3.7,60.62,25.74,24.71,0,1,1,0
2567,Smilax Zeylanica leaves,373.43,12.92,2.2,43.15,21.14,14.54,0,0,0,0
2568,Smilax Zeylanica leaves,455.71,39.88,9.18,64.28,39.55,98.08,0,0,1,0
2569,Smilax Zeylanica leaves,282.25,69.48,3.75,66.42,45.37,30.01,0,1,1,0
2570,Smilax Zeylanica leaves,471.9,88.01,7.19,27.19,79.47,13.25,0,1,0,1
2571,Smilax Zeylanica leaves,506.01,83.24,5.57,35.97,77.6,27.38,1,1,0,1
2572,Smilax Zeylanica leaves,352.26,71.77,1.91,38.99,36.75,32.91,0,1,0,0
2573,Smilax Zeylanica leaves,663.63,38.57,4.45,59.74,44.86,82.08,1,0,1,0
2574,Smilax Zeylanica leaves,503.91,40.83,6.26,51.84,65.71,71.53,1,0,1,1
2575,Smilax Zeylanica leaves,421.29,67.56,5.13,76.47,42.34,80.44,0,1,1,0
2576,Smilax Zeylanica leaves,781.77,53.83,3.36,63.04,50.87,26.34,1,1,1,1
2577,Smilax Zeylanica leaves,562.33,54.62,3.86,27.35,50.05,88.83,1,1,0,1
2578,Smilax Zeylanica leaves,524.49,78.33,1.83,42.49,79.15,36.98,1,1,0,1
2579,Smilax Zeylanica leaves,678.54,82.6,5.75,46.67,54.5,1.91,1,1,0,1
2580,Smilax Zeylanica leaves,469.54,65.79,4.87,77.55,52.64,48.51,0,1,1,1
2581,Smilax Zeylanica leaves,406.27,28.6,7.95,14.58,44.58,86.24,0,0,0,0
2582,Smilax Zeylanica leaves,666.64,31.87,1.0,58.85,78.44,10.4,1,0,1,1
2583,Smilax Zeylanica leaves,509.09,55.98,9.03,20.67,63.94,99.48,1,1,0,1
2584,Smilax Zeylanica leaves,495.76,61.03,1.65,57.38,63.03,23.43,0,1,1,1
2585,Smilax Zeylanica leaves,619.84,67.47,9.62,53.0,63.73,66.81,1,1,1,1
2586,Smilax Zeylanica leaves,457.61,20.04,1.5,52.64,46.1,46.71,0,0,1,0
2587,Smilax Zeylanica leaves,607.1,40.46,1.61,21.59,21.85,75.19,1,0,0,0
2588,Smilax Zeylanica leaves,349.08,29.5,4.95,34.36,23.35,57.21,0,0,0,0
2589,Smilax Zeylanica leaves,779.83,74.22,7.23,70.8,74.84,65.42,1,1,1,1
2590,Smilax Zeylanica leaves,468.96,79.76,1.8,17.32,64.83,75.59,0,1,0,1
2591,Smilax Zeylanica leaves,448.79,54.01,2.99,79.86,55.32,68.38,0,1,1,1
2592,Smilax Zeylanica leaves,513.82,30.18,4.38,25.85,74.39,21.83,1,0,0,1
2593,Smilax Zeylanica leaves,583.25,91.19,7.15,69.22,39.05,69.72,1,1,1,0
2594,Smilax Zeylanica leaves,764.31,51.47,4.59,56.72,50.56,93.72,1,1,1,1
2595,Smilax Zeylanica leaves,366.6,96.88,8.53,21.87,34.62,23.21,0,1,0,0
2596,Smilax Zeylanica leaves,753.54,23.05,8.3,18.25,20.34,39.99,1,0,0,0
2597,Smilax Zeylanica leaves,448.49,74.09,5.2,33.05,74.46,18.59,0,1,0,1
2598,Smilax Zeylanica leaves,328.4,37.08,2.6,30.44,54.48,91.34,0,0,0,1
2599,Smilax Zeylanica leaves,201.98,82.47,5.43,94.28,37.02,50.78,0,1,1,0
2600,Smilax Zeylanica leaves,491.36,38.55,2.69,77.57,54.0,25.48,0,0,1,1
2601,Smilax Zeylanica leaves,522.38,46.97,9.05,22.56,35.32,80.62,1,0,0,0
2602,Smilax Zeylanica leaves,663.23,35.81,1.23,68.43,67.84,20.82,1,0,1,1
2603,Smilax Zeylanica leaves,494.14,54.93,8.0,88.22,52.43,8.91,0,1,1,1
2604,Smilax Zeylanica leaves,232.66,60.61,1.87,11.36,45.38,31.29,0,1,0,0
2605,Smilax Zeylanica leaves,562.34,27.64,9.82,77.53,56.29,77.02,1,0,1,1
2606,Smilax Zeylanica leaves,209.51,46.38,9.13,21.1,49.94,63.19,0,0,0,0
2607,Smilax Zeylanica leaves,631.68,97.74,8.21,74.49,47.33,56.87,1,1,1,0
2608,Smilax Zeylanica leaves,534.1,34.04,6.07,20.84,44.29,31.38,1,0,0,0
2609,Smilax Zeylanica leaves,365.96,33.05,9.16,63.03,36.88,30.04,0,0,1,0
2610,Smilax Zeylanica leaves,633.16,23.86,3.95,95.55,53.52,68.88,1,0,1,1
2611,Smilax Zeylanica leaves,462.79,58.03,4.12,45.52,50.31,63.22,0,1,0,1
2612,Smilax Zeylanica leaves,672.66,71.17,6.98,99.11,23.65,43.02,1,1,1,0
2613,Smilax Zeylanica leaves,203.8,82.65,9.24,59.12,24.0,43.0,0,1,1,0
2614,Smilax Zeylanica leaves,562.98,87.73,9.66,37.81,48.14,82.13,1,1,0,0
2615,Smilax Zeylanica leaves,718.12,25.46,3.62,72.63,24.28,13.34,1,0,1,0
2616,Smilax Zeylanica leaves,348.81,38.26,2.51,61.57,67.94,8.79,0,0,1,1
2617,Smilax Zeylanica leaves,254.54,14.94,9.34,81.83,52.16,16.47,0,0,1,1
2618,Smilax Zeylanica leaves,339.27,58.57,1.66,44.36,58.11,19.42,0,1,0,1
2619,Smilax Zeylanica leaves,408.57,60.07,3.28,53.24,39.72,40.83,0,1,1,0
2620,Smilax Zeylanica leaves,290.36,86.02,5.56,44.11,67.85,94.3,0,1,0,1
2621,Smilax Zeylanica leaves,358.28,59.48,4.62,46.89,50.01,10.48,0,1,0,1
2622,Smilax Zeylanica leaves,630.11,35.03,7.61,74.45,28.08,29.07,1,0,1,0
2623,Smilax Zeylanica leaves,768.99,60.53,3.4,8.61,49.31,5.73,1,1,0,0
2624,Smilax Zeylanica leaves,385.72,95.56,1.84,20.2,30.36,7.75,0,1,0,0
2625,Smilax Zeylanica leaves,241.06,53.58,2.29,71.88,60.49,41.34,0,1,1,1
2626,Smilax Zeylanica leaves,422.58,57.38,9.43,97.09,75.11,46.19,0,1,1,1
2627,Smilax Zeylanica leaves,740.15,95.84,9.17,48.91,67.4,27.39,1,1,0,1
2628,Smilax Zeylanica leaves,274.81,62.1,2.09,9.1,74.34,51.89,0,1,0,1
2629,Smilax Zeylanica leaves,413.8,80.23,5.55,96.25,25.78,84.94,0,1,1,0
2630,Smilax Zeylanica leaves,501.16,27.16,5.42,56.26,31.87,27.87,1,0,1,0
2631,Smilax Zeylanica leaves,446.71,15.67,2.66,20.19,62.13,58.29,0,0,0,1
2632,Smilax Zeylanica leaves,274.85,77.59,7.29,68.72,62.17,27.18,0,1,1,1
2633,Smilax Zeylanica leaves,371.13,66.27,1.29,49.31,48.96,81.28,0,1,0,0
2634,Smilax Zeylanica leaves,651.09,98.16,3.91,44.48,66.28,73.02,1,1,0,1
2635,Smilax Zeylanica leaves,458.38,24.77,3.47,46.94,53.18,44.83,0,0,0,1
2636,Smilax Zeylanica leaves,325.34,20.58,2.69,7.34,23.18,69.25,0,0,0,0
2637,Smilax Zeylanica leaves,659.22,15.18,8.13,20.01,58.71,7.83,1,0,0,1
2638,Smilax Zeylanica leaves,250.75,43.78,3.38,94.7,36.9,55.1,0,0,1,0
2639,Smilax Zeylanica leaves,273.1,28.58,1.08,42.86,36.41,91.76,0,0,0,0
2640,Smilax Zeylanica leaves,551.57,82.56,7.86,74.26,35.95,30.12,1,1,1,0
2641,Smilax Zeylanica leaves,278.68,25.52,1.87,39.63,48.88,13.88,0,0,0,0
2642,Smilax Zeylanica leaves,293.71,20.45,3.3,75.91,24.46,66.46,0,0,1,0
2643,Smilax Zeylanica leaves,556.21,65.15,7.66,15.6,77.7,13.41,1,1,0,1
2644,Smilax Zeylanica leaves,462.53,67.64,1.54,57.24,72.75,64.64,0,1,1,1
2645,Smilax Zeylanica leaves,431.27,31.5,8.65,9.89,71.07,61.16,0,0,0,1
2646,Smilax Zeylanica leaves,777.71,16.19,7.24,38.09,67.97,93.84,1,0,0,1
2647,Smilax Zeylanica leaves,381.78,63.75,6.21,48.42,65.27,20.52,0,1,0,1
2648,Smilax Zeylanica leaves,392.72,75.93,2.21,52.79,47.61,39.41,0,1,1,0
2649,Smilax Zeylanica leaves,322.97,46.37,5.24,89.72,35.29,82.62,0,0,1,0
2650,Smilax Zeylanica leaves,681.75,80.81,8.35,77.12,32.47,7.61,1,1,1,0
2651,Smilax Zeylanica leaves,421.32,29.77,3.85,83.43,71.07,91.28,0,0,1,1
2652,Smilax Zeylanica leaves,272.39,70.76,6.4,46.84,44.48,72.73,0,1,0,0
2653,Smilax Zeylanica leaves,690.34,77.21,6.61,54.45,26.25,29.16,1,1,1,0
2654,Smilax Zeylanica leaves,490.27,89.89,1.76,75.04,26.05,71.83,0,1,1,0
2655,Smilax Zeylanica leaves,656.42,36.27,6.42,76.75,50.25,63.71,1,0,1,1
2656,Smilax Zeylanica leaves,416.15,61.45,9.82,85.01,57.12,79.86,0,1,1,1
2657,Smilax Zeylanica leaves,722.71,24.57,9.74,63.27,79.42,78.34,1,0,1,1
2658,Smilax Zeylanica leaves,773.94,24.8,5.3,52.66,66.74,75.2,1,0,1,1
2659,Smilax Zeylanica leaves,230.34,89.9,5.48,71.49,46.09,12.39,0,1,1,0
2660,Smilax Zeylanica leaves,268.46,33.51,8.98,94.38,50.78,93.23,0,0,1,1
2661,Smilax Zeylanica leaves,709.01,41.86,6.08,56.67,34.35,4.16,1,0,1,0
2662,Smilax Zeylanica leaves,388.38,90.22,5.81,27.79,27.68,17.06,0,1,0,0
2663,Smilax Zeylanica leaves,302.26,72.95,5.32,42.93,26.99,72.36,0,1,0,0
2664,Smilax Zeylanica leaves,717.99,21.93,5.39,70.02,23.84,31.65,1,0,1,0
2665,Smilax Zeylanica leaves,300.01,27.49,1.38,15.78,79.79,60.69,0,0,0,1
2666,Smilax Zeylanica leaves,689.66,52.18,7.0,55.41,35.25,77.51,1,1,1,0
2667,Smilax Zeylanica leaves,574.52,75.81,7.33,68.51,64.08,37.97,1,1,1,1
2668,Smilax Zeylanica leaves,358.88,34.56,2.0,18.25,29.69,7.53,0,0,0,0
2669,Smilax Zeylanica leaves,294.72,40.95,6.88,79.51,75.17,46.48,0,0,1,1
2670,Smilax Zeylanica leaves,426.52,97.37,4.04,35.0,69.23,60.04,0,1,0,1
2671,Smilax Zeylanica leaves,782.27,89.05,2.0,92.03,56.54,76.58,1,1,1,1
2672,Smilax Zeylanica leaves,285.06,25.26,9.93,39.94,42.62,92.89,0,0,0,0
2673,Smilax Zeylanica leaves,360.57,82.52,9.8,4.43,47.06,37.2,0,1,0,0
2674,Smilax Zeylanica leaves,492.38,30.79,1.43,16.22,25.58,78.93,0,0,0,0
2675,Smilax Zeylanica leaves,529.35,81.76,5.07,39.19,76.65,14.15,1,1,0,1
